Stock,Date,Open,High,Low,Close,Volume,Log Return,Volatility
AMZN,2023-09-29,139.455,145.86,123.04,127.12,1120523243,-0.045894068870004176,
AMZN,2023-08-31,133.55,143.63,126.41,138.01,1213497007,0.08219462407148796,
AMZN,2023-07-31,130.82,136.65,125.915,133.68,1059097946,-0.03187726201281018,
AMZN,2023-06-30,120.69,131.49,119.93,130.36,1243071267,-0.02514903031777745,
AMZN,2023-05-31,104.95,122.92,101.15,120.58,1432007632,-0.07798642090810137,
AMZN,2023-04-28,102.3,110.86,97.705,105.45,1222124091,-0.13407652613647586,
AMZN,2023-03-31,93.87,103.49,88.12,103.29,1349466996,-0.020696340906241537,
AMZN,2023-02-28,102.53,114.0,92.3186,94.23,1364198308,-0.0918019637998772,
AMZN,2023-01-31,85.46,103.485,81.43,103.13,1523798384,0.09025172610931259,
AMZN,2022-12-30,96.99,97.23,81.69,84.0,1549193116,-0.20517352948466397,
AMZN,2022-11-30,103.99,104.58,85.87,96.54,2035252422,0.13914063138903338,
AMZN,2022-10-31,113.58,123.0,97.66,102.44,1459511591,0.05931983109897753,
AMZN,2022-09-30,126.0,136.49,112.06,113.0,1209987592,0.09811055738101604,
AMZN,2022-08-31,134.96,146.57,126.74,126.77,1170389539,0.11498660223829475,
AMZN,2022-07-29,106.29,137.65,105.8469,134.95,1338005773,0.06252991851337837,
AMZN,2022-06-30,2445.12,2512.2,101.43,106.21,1457571482,-0.2394860731305653,
AMZN,2022-05-31,2448.02,2524.41,2025.2,2404.19,112895255,3.1195500611403175,
AMZN,2022-04-29,3282.99,3367.89,2432.5,2485.63,73072079,0.03331310005267391,
AMZN,2022-03-31,3054.65,3416.63,2671.45,3259.95,81145583,0.27118570929338165,
AMZN,2022-02-28,3000.0,3276.69,2766.66,3071.26,84446686,-0.059623956986476684,
AMZN,2022-01-31,3351.0,3428.0,2707.04,2991.47,76146845,-0.026322995467381833,
AMZN,2021-12-31,3545.0,3559.88,3303.9,3334.34,64405344,0.1085098533492898,
AMZN,2021-11-30,3361.8,3762.145,3283.55,3507.07,75633992,0.05050617230556653,
AMZN,2021-10-29,3289.01,3479.0,3176.25,3372.43,63680713,-0.03914737826996017,
AMZN,2021-09-30,3496.396,3549.99,3273.99,3285.04,62540133,-0.026254724346159643,
AMZN,2021-08-31,3353.1,3472.58,3175.76,3470.79,62844829,0.05500340533035363,
AMZN,2021-07-30,3434.61,3773.0782,3306.98,3327.59,82554006,-0.04213391549872595,
AMZN,2021-06-30,3243.495,3524.8599,3172.2,3440.16,66960544,0.033269663677391995,
AMZN,2021-05-28,3484.73,3486.645,3127.37,3223.07,75191624,-0.06518366043869357,
AMZN,2021-04-30,3117.94,3554.0,3115.55,3467.42,76843571,0.0730764800707404,
AMZN,2021-03-31,3127.89,3182.0,2881.0001,3094.08,78204991,-0.11392019325058285,
AMZN,2021-02-26,3242.36,3434.0,3036.7,3092.93,70893385,-0.0003717466153259556,
AMZN,2021-01-29,3270.0,3363.89,3086.0,3206.2,71427780,0.03596757357571629,
AMZN,2020-12-31,3188.5,3350.65,3072.82,3256.93,77463508,0.015698598618991127,
AMZN,2020-11-30,3061.74,3366.8,2950.12,3168.04,90800583,-0.027671933757332023,
AMZN,2020-10-30,3208.0,3496.24,3019.0,3036.15,116252115,-0.0425228347075783,
AMZN,2020-09-30,3489.58,3552.25,2871.0,3148.73,115969967,0.036408931510118044,
AMZN,2020-08-31,3180.51,3495.0,3073.0,3450.96,83519879,0.09165325626782339,
AMZN,2020-07-31,2757.99,3344.29,2754.0,3164.68,127304238,-0.08660050856604092,
AMZN,2020-06-30,2448.0,2796.0,2437.13,2758.82,87845661,-0.1372488925619152,
AMZN,2020-05-29,2336.8,2525.45,2256.38,2442.37,82620883,-0.12183417271473528,
AMZN,2020-04-30,1932.97,2475.0,1889.15,2474.0,124631816,0.012867394607529385,
AMZN,2020-03-31,1906.49,1996.33,1626.03,1949.72,163796017,-0.2381505014482246,
AMZN,2020-02-28,2010.6,2185.95,1811.13,1883.75,92555977,-0.03442130156350339,
AMZN,2020-01-31,1875.0,2055.72,1815.34,2008.72,84743300,0.06423323233863527,
AMZN,2019-12-31,1804.4,1901.4,1735.0,1847.84,68522009,-0.08348031391256319,
AMZN,2019-11-29,1788.01,1824.69,1722.71,1800.8,52060472,-0.025786378774254853,
AMZN,2019-10-31,1746.0,1798.85,1685.06,1776.66,71821008,-0.013495813452997727,
AMZN,2019-09-30,1770.0,1853.66,1709.22,1735.91,62003799,-0.02320342558111284,
AMZN,2019-08-30,1871.72,1897.92,1743.51,1776.29,79978762,0.022995147951910277,
AMZN,2019-07-31,1922.98,2035.8,1849.44,1866.78,73190780,0.04968810198748528,
AMZN,2019-06-28,1760.01,1935.2,1672.0,1893.63,74746589,0.014280600415506967,
AMZN,2019-05-31,1933.09,1964.4,1772.7,1775.07,98214360,-0.06465576316168316,
AMZN,2019-04-30,1800.11,1956.34,1798.73,1926.52,81293632,0.08187540778158597,
AMZN,2019-03-29,1655.13,1823.75,1586.57,1780.75,100832035,-0.07868064267475422,
AMZN,2019-02-28,1638.88,1673.06,1566.76,1639.83,80936924,-0.08244204594972192,
AMZN,2019-01-31,1465.2,1736.41,1460.93,1718.73,134015530,0.04699306807480067,
AMZN,2018-12-31,1769.46,1778.34,1307.0,1501.97,154812304,-0.1348080662277739,
AMZN,2018-11-30,1623.53,1784.0,1420.0,1690.17,139290208,0.11805153581831992,
AMZN,2018-10-31,2021.99,2033.19,1476.36,1598.01,183228552,-0.05607001044517036,
AMZN,2018-09-28,2026.5,2050.5,1865.0,2003.0,94445693,0.22588695153690044,
AMZN,2018-08-31,1784.0,2025.57,1776.02,2012.71,96575676,0.004836016009131414,
AMZN,2018-07-31,1682.7,1880.05,1678.06,1777.44,97629820,-0.12430794584153737,
AMZN,2018-06-29,1637.03,1763.1,1635.09,1699.8,85941510,-0.04466352976888649,
AMZN,2018-05-31,1563.22,1635.0,1546.02,1629.62,71615299,-0.04216373827682466,
AMZN,2018-04-30,1417.62,1638.1,1352.88,1566.13,129945743,-0.03973925063389695,
AMZN,2018-03-29,1513.6,1617.54,1365.2,1447.34,128401298,-0.0788802192220144,
AMZN,2018-02-28,1445.0,1528.7,1265.93,1512.45,133362428,0.04400346357554417,
AMZN,2018-01-31,1172.0,1472.58,1170.51,1450.89,94145634,-0.041553691283207496,
AMZN,2017-12-29,1172.05,1194.78,1124.74,1169.47,56130525,-0.2156265065169398,
AMZN,2017-11-30,1105.4,1213.41,1086.87,1176.75,76226064,0.006205746574064974,
AMZN,2017-10-31,964.0,1122.79,950.37,1105.28,80304293,-0.06265770476299262,
AMZN,2017-09-29,984.2,1000.0,931.75,961.35,58038449,-0.13951542889991347,
AMZN,2017-08-31,996.11,1006.4,936.33,980.6,75779478,0.019826082598787327,
AMZN,2017-07-31,972.79,1083.31,951.0001,987.78,76564735,0.007295371670852393,
AMZN,2017-06-30,998.59,1017.0,927.0,968.0,94729701,-0.02022791361140836,
AMZN,2017-05-31,927.8,1001.2,927.8,994.62,75223469,0.027128667388252696,
AMZN,2017-04-28,888.0,949.59,884.49,924.99,72336605,-0.07257782802165251,
AMZN,2017-03-31,853.05,890.35,833.5,886.54,60722752,-0.042456680883452835,
AMZN,2017-02-28,829.21,860.86,803.0,845.04,71748231,-0.04794228224481762,
AMZN,2017-01-31,757.92,843.84,747.7,823.48,70714587,-0.025844700773799117,
AMZN,2016-12-30,752.41,782.46,736.7,749.87,73660584,-0.0936394045680432,
AMZN,2016-11-30,799.0,800.84,710.1,750.57,110085967,0.0009330597035337323,
AMZN,2016-10-31,836.0,847.21,774.61,789.82,77063812,0.050972153521881,
AMZN,2016-09-30,770.9,839.95,756.0,837.31,67354133,0.058389300891191154,
AMZN,2016-08-31,759.87,774.98,750.35,769.16,50000397,-0.08489536200728404,
AMZN,2016-07-29,717.32,766.0,716.54,758.81,68635440,-0.013547593605150038,
AMZN,2016-06-30,720.9,731.5,682.115,715.62,74556809,-0.05860211685860371,
AMZN,2016-05-31,663.92,724.23,656.0,722.79,90623145,0.009969423717957523,
AMZN,2016-04-29,590.49,669.98,585.25,659.59,78464320,-0.09150029366952751,
AMZN,2016-03-31,556.29,603.24,538.58,593.64,93964682,-0.10534535483944514,
AMZN,2016-02-29,578.15,581.8,474.0,552.52,124144797,-0.07178344319585843,
AMZN,2016-01-29,656.29,657.715,547.18,587.0,130200780,0.06053518799633736,
AMZN,2015-12-31,673.75,696.44,635.27,675.89,90220804,0.1410055210807329,
AMZN,2015-11-30,627.13,682.77,620.41,664.8,87301503,-0.016544097367590885,
AMZN,2015-10-30,511.0,630.72,506.0,625.9,97188843,-0.06029562961058267,
AMZN,2015-09-30,499.14,549.78,490.5,511.67,76602841,-0.20151072794070776,
AMZN,2015-08-31,537.45,542.74,451.0,512.89,82893196,0.0023815112372377774,
AMZN,2015-07-31,439.35,580.57,425.57,536.15,102069942,0.044352575438968846,
AMZN,2015-06-30,430.4,447.04,419.14,434.09,54989227,-0.2111620867927252,
AMZN,2015-05-29,423.82,439.0,414.55,429.23,51984199,-0.011258980075910696,
AMZN,2015-04-30,372.1,452.65,368.34,421.78,84404887,-0.017509054713900477,
AMZN,2015-03-31,380.85,388.4182,365.65,372.1,55502746,-0.1253212157310414,
AMZN,2015-02-27,350.05,389.37,350.01,380.16,70847240,0.021429581381648622,
AMZN,2015-01-30,312.58,359.5,285.25,354.53,103040529,-0.06979924810850854,
AMZN,2014-12-31,338.12,340.64,293.03,310.35,86874154,-0.13309227576605517,
AMZN,2014-11-28,306.24,341.26,292.29,338.64,68993021,0.08723690335300638,
AMZN,2014-10-31,322.04,325.16,284.0,305.46,111120640,-0.10311875907036867,
AMZN,2014-09-30,339.98,349.38,317.64,322.44,68006506,0.054098235273100564,
AMZN,2014-08-29,313.69,346.67,304.588,339.04,62015200,0.050201022104588905,
AMZN,2014-07-31,325.86,364.85,311.86,312.99,99337300,-0.07994685337200128,
AMZN,2014-06-30,312.59,340.7199,303.84,324.78,76493200,0.03697678888895382,
AMZN,2014-05-30,304.13,314.87,284.38,312.55,78579200,-0.03838357365912004,
AMZN,2014-04-30,338.09,348.295,288.0,304.13,138278700,-0.02730921480097753,
AMZN,2014-03-31,358.735,383.11,330.88,336.365,75253500,0.10074163830293785,
AMZN,2014-02-28,358.98,365.865,337.73,362.1,83009000,0.07372353689181395,
AMZN,2014-01-31,398.8,408.06,357.76,358.69,81011900,-0.009461911071928043,
AMZN,2013-12-31,399.0,405.63,379.5,398.79,55686700,0.10597645684794997,
AMZN,2013-11-29,365.63,394.0999,341.88,393.62,54207700,-0.013048985652326327,
AMZN,2013-10-31,314.22,368.4,296.5025,364.03,77295400,-0.07814969507227548,
AMZN,2013-09-30,284.73,320.57,284.17,312.64,43468800,-0.15218391296859796,
AMZN,2013-08-30,303.08,306.21,279.33,280.98,43773900,-0.10676887643091242,
AMZN,2013-07-31,279.0,313.62,277.16,301.22,67536900,0.06955740236019717,
AMZN,2013-06-28,268.96,283.34,262.95,277.69,58575800,-0.08133551120215056,
AMZN,2013-05-31,253.9,271.91,245.75,269.2,59050500,-0.03105078581097941,
AMZN,2013-04-30,266.98,275.8,248.56,253.81,76916200,-0.058868642163257545,
AMZN,2013-03-28,263.27,277.4,252.07,266.49,58505700,0.04875076384240421,
AMZN,2013-02-28,268.93,274.3,255.11,264.27,68661700,-0.008365411659905425,
AMZN,2013-01-31,256.08,284.72,253.26,265.5,84226400,0.004643532892179625,
AMZN,2012-12-31,252.54,263.11,242.75,250.87,60871200,-0.05667996400824671,
AMZN,2012-11-30,234.23,252.65,218.18,252.05,67213600,0.004692603854893055,
AMZN,2012-10-31,255.4,261.9,222.92,232.8931,81568500,-0.07904793052633623,
AMZN,2012-09-28,248.27,264.11,244.66,254.32,63570500,0.08801376660024361,
AMZN,2012-08-31,234.14,250.0,228.66,248.27,60192400,-0.02407645297473234,
AMZN,2012-07-31,229.3,240.74,212.61,233.3,77340200,-0.06219168460043056,
AMZN,2012-06-29,208.44,228.35,206.37,228.35,65745600,-0.021445639396376434,
AMZN,2012-05-31,229.4,232.97,207.11,212.91,92774300,-0.07000999842600672,
AMZN,2012-04-30,198.02,233.84,183.65,231.9,110535400,0.08543670305648476,
AMZN,2012-03-30,179.89,209.85,176.58,202.51,112975100,-0.13551697621812897,
AMZN,2012-02-29,173.81,193.57,172.0,179.69,146580400,-0.11955612410499465,
AMZN,2012-01-31,175.89,196.5,173.5,194.44,110536900,0.07889048823889247,
AMZN,2011-12-30,191.85,199.66,166.97,173.1,125595200,-0.11625416999509114,
AMZN,2011-11-30,208.11,222.35,181.51,192.29,136588100,0.10513518698033228,
AMZN,2011-10-31,217.01,246.71,196.51,213.51,159214400,0.1046790208167936,
AMZN,2011-09-30,215.28,244.0,204.47,216.23,143623300,0.012658986006514144,
AMZN,2011-08-31,225.0,227.45,177.1,215.23,155194700,-0.004635432209715884,
AMZN,2011-07-29,205.55,227.2,203.61,222.52,92808500,0.03330976143100489,
AMZN,2011-06-30,196.06,206.25,181.59,204.49,95563700,-0.08449791067536931,
AMZN,2011-05-31,196.57,206.39,190.88,196.69,106274500,-0.03889018926992197,
AMZN,2011-04-29,181.58,197.8,175.37,195.81,116749400,-0.0044840839465655705,
AMZN,2011-03-31,173.53,181.57,160.59,180.13,118979100,-0.08346598887976876,
AMZN,2011-02-28,170.52,191.4,169.51,173.29,95776400,-0.03871232078331304,
AMZN,2011-01-31,181.37,191.6,166.9,169.64,113611300,-0.021287947045764116,
AMZN,2010-12-31,179.16,185.65,173.09,180.0,93661700,0.05927830628382042,
AMZN,2010-11-30,164.45,181.8425,156.77,175.4,131011400,-0.025887770952127707,
AMZN,2010-10-29,157.06,171.99,151.4,165.23,142883500,-0.05973063727518331,
AMZN,2010-09-30,126.36,161.78,126.17,157.06,134321000,-0.05071054471617077,
AMZN,2010-08-31,119.15,130.81,117.57,124.83,113419800,-0.22967508628376904,
AMZN,2010-07-30,108.9,124.88,105.8,117.89,175326200,-0.05720082535892352,
AMZN,2010-06-30,124.97,129.15,106.01,109.26,133378500,-0.07602162333646442,
AMZN,2010-05-28,137.2,139.44,117.52,125.46,140909900,0.13825661970102554,
AMZN,2010-04-30,135.8,151.09,130.78,137.1,173025100,0.08872360389967149,
AMZN,2010-03-31,118.85,138.19,117.53,135.77,158042600,-0.009748308956078679,
AMZN,2010-02-26,123.18,124.86,113.82,118.4,210145800,-0.1368935551622846,
AMZN,2010-01-29,136.25,136.61,118.12,125.41,230861000,0.05751964738605305,
AMZN,2009-12-31,136.97,145.91,125.6474,134.52,207471100,0.07012451703611056,
AMZN,2009-11-30,118.66,136.08,116.25,135.91,160305100,0.010280015095186884,
AMZN,2009-10-30,92.5,125.68,88.27,118.81,268616400,-0.13446732349705992,
AMZN,2009-09-30,80.74,94.5,77.51,93.36,128121800,-0.2410625904918955,
AMZN,2009-08-31,86.56,88.2,80.25,81.19,112622900,-0.13967090110394545,
AMZN,2009-07-31,84.42,94.4,75.41,85.76,175461400,0.054760610448136925,
AMZN,2009-06-30,78.21,88.56,76.25,83.66,152085400,-0.02479173130843954,
AMZN,2009-05-29,80.38,83.6,73.1,77.99,137603400,-0.07018035267164574,
AMZN,2009-04-30,73.015,86.68,71.71,80.52,185032000,0.03192498742918401,
AMZN,2009-03-31,63.94,75.61,59.82,73.44,227672300,-0.09203685445935568,
AMZN,2009-02-27,58.57,67.36,58.13,64.79,186780200,-0.12531747585036895,
AMZN,2009-01-30,51.35,59.74,47.63,58.82,204072300,-0.09666933733601706,
AMZN,2008-12-31,42.0,54.85,38.82,51.28,206194300,-0.13718112051343434,
AMZN,2008-11-28,56.35,58.73,34.68,42.7,228051500,-0.18310189237783567,
AMZN,2008-10-31,71.78,71.99,43.31,57.24,332074700,0.29305403445367123,
AMZN,2008-09-30,83.16,86.77,61.32,72.76,192463400,0.23991339896167133,
AMZN,2008-08-29,76.36,91.75,74.05,80.81,149044400,0.10493436659543481,
AMZN,2008-07-31,72.21,82.38,62.99,76.34,215813300,-0.056903672928272524,
AMZN,2008-06-30,81.54,84.88,72.62,73.33,152905700,-0.040227245211375634,
AMZN,2008-05-30,78.74,84.75,71.56,81.62,152573200,0.10710452787195165,
AMZN,2008-04-30,74.925,82.64,70.65,78.63,197849400,-0.037321023974235104,
AMZN,2008-03-31,63.59,76.93,61.2,71.3,192685600,-0.0978569785831744,
AMZN,2008-02-29,79.02,79.4,63.97,64.47,211217800,-0.10069632809772147,
AMZN,2008-01-31,95.35,97.43,68.84,77.7,288335400,0.18665525805107305,
AMZN,2007-12-31,90.03,95.94,83.86,92.64,127062200,0.17586575645108332,
AMZN,2007-11-30,87.75,91.47,76.5,90.56,180196500,-0.02270839936981224,
AMZN,2007-10-31,93.42,101.09,83.27,89.15,231988500,-0.01569227014572339,
AMZN,2007-09-28,79.9,94.26,79.73,93.15,122273200,0.043890752738448086,
AMZN,2007-08-31,78.1,80.8,70.05,79.91,175514000,-0.1533100956612261,
AMZN,2007-07-31,68.81,89.0,68.01,78.54,264827800,-0.01729295223650769,
AMZN,2007-06-29,68.9,74.72,66.71,68.41,238788700,-0.13808903637695702,
AMZN,2007-05-31,61.12,73.31,59.7,69.14,330242400,0.010614421720571896,
AMZN,2007-04-30,39.85,63.84,39.55,61.33,315622753,-0.11986431485558614,
AMZN,2007-03-30,39.32,40.24,37.04,39.79,142153100,-0.432653495199055,
AMZN,2007-02-28,37.95,42.0,36.68,39.14,157975400,-0.01647066247090709,
AMZN,2007-01-31,38.68,39.14,36.3,37.67,130435300,-0.03828094026398039,
AMZN,2006-12-29,40.26,40.64,37.7,39.46,121040700,0.046423478890519614,
AMZN,2006-11-30,38.125,43.25,36.87,40.34,146802400,0.02205603193159656,
AMZN,2006-10-31,31.98,38.59,30.58,38.09,209485000,-0.057391752035553,
AMZN,2006-09-29,30.85,32.81,29.68,32.12,146018700,-0.17047289141195196,
AMZN,2006-08-31,26.55,30.99,25.76,30.83,159186800,-0.04099064718050187,
AMZN,2006-07-31,38.52,38.62,25.96,26.89,228663400,-0.13673377161728562,
AMZN,2006-06-30,34.625,38.84,32.42,38.68,115117400,0.3635682003043203,
AMZN,2006-05-31,35.06,36.5,31.52,34.61,146896000,-0.11118001293784073,
AMZN,2006-04-28,36.56,38.84,35.01,35.21,106758600,0.017187475519708274,
AMZN,2006-03-31,37.43,37.83,35.1391,36.53,122178100,0.03680370764023002,
AMZN,2006-02-28,43.91,44.69,37.05,37.44,165544700,0.02460581080219998,
AMZN,2006-01-31,47.47,48.58,43.1,44.82,123410300,0.1799148167633898,
AMZN,2005-12-30,48.88,50.001,47.14,47.15,121167800,0.050679540706685615,
AMZN,2005-11-30,39.97,49.43,39.65,48.46,216455300,0.02740470630891329,
AMZN,2005-10-31,45.33,47.0,38.72,39.86,146980100,-0.19536540060373103,
AMZN,2005-09-30,42.52,45.84,40.5,45.3,104700400,0.12793371770433967,
AMZN,2005-08-31,44.88,46.97,41.91,42.7,114751100,-0.059108112254409303,
AMZN,2005-07-29,33.24,45.81,32.79,45.15,182601100,0.05579135962841551,
AMZN,2005-06-30,35.57,36.99,32.93,33.09,106233600,-0.31075915792947356,
AMZN,2005-05-31,32.3,36.04,32.1,35.51,116947800,0.0705832250214755,
AMZN,2005-04-29,34.63,35.34,30.6,32.36,162491300,-0.09289125476470551,
AMZN,2005-03-31,35.06,36.5,32.82,34.27,119566600,0.05734724369622654,
AMZN,2005-02-28,43.0,43.59,33.2,35.18,218655100,0.026207403422894567,
AMZN,2005-01-31,44.95,45.44,40.26,43.22,194935200,0.2058256117693277,
AMZN,2004-12-31,40.0,45.68,37.99,44.29,176014800,0.024455566856366923,
AMZN,2004-11-30,34.23,41.5,34.15,39.68,168474900,-0.10991163551843472,
AMZN,2004-10-29,41.25,42.7,33.0,34.13,208568400,-0.15067051949805627,
AMZN,2004-09-30,38.23,44.28,37.36,40.86,176176900,0.1799748264708602,
AMZN,2004-08-31,38.32,40.83,34.85,38.14,180022400,-0.06888798921720299,
AMZN,2004-07-30,53.73,54.04,37.38,38.92,202437000,0.020244657145531236,
AMZN,2004-06-30,47.88,54.7,47.7,54.4,161251200,0.33485589654409254,
AMZN,2004-05-28,43.45,48.68,40.55,48.5,150196500,-0.11480035591845937,
AMZN,2004-04-30,43.44,49.1,43.3,43.6,162636600,-0.10650664758844886,
AMZN,2004-03-31,42.88,45.06,39.15,43.28,154770500,-0.007366515816762554,
AMZN,2004-02-27,50.56,50.65,42.23,43.01,185747700,-0.006257987742581242,
AMZN,2004-01-30,52.76,57.82,48.6,50.4,217934700,0.15855852828167802,
AMZN,2003-12-31,54.4,54.94,47.0,52.62,193675200,0.043105100534823804,
AMZN,2003-11-28,54.8,57.49,47.67,53.97,181979000,0.025332061018404847,
AMZN,2003-10-31,48.37,61.15,47.51,54.43,288225300,0.008487135815557201,
AMZN,2003-09-30,46.52,51.3,44.73,48.43,202836400,-0.1167960160309709,
AMZN,2003-08-29,41.41,46.95,38.28,46.32,150718900,-0.044545623150397916,
AMZN,2003-07-31,36.33,43.1,34.0,41.64,229239500,-0.1065125895179717,
AMZN,2003-06-30,36.5,37.24,32.83,36.32,171470800,-0.13669269001367565,
AMZN,2003-05-30,28.68,36.09,28.15,35.89,190833800,-0.011909848573576584,
AMZN,2003-04-30,25.55,29.19,24.13,28.69,219644300,-0.2239100751662425,
AMZN,2003-03-31,22.15,28.04,21.36,26.03,164093600,-0.09729891098679945,
AMZN,2003-02-28,21.94,22.5,19.61,22.01,115941900,-0.16775282346810372,
AMZN,2003-01-31,19.19,23.29,18.55,21.85,169197200,-0.007295973996771183,
AMZN,2002-12-31,24.15,25.0,18.43,18.89,155610600,-0.145568240028181,
AMZN,2002-11-29,19.29,24.5,18.2,23.35,206336300,0.2119643026014882,
AMZN,2002-10-31,16.23,20.26,16.01,19.35,203538600,-0.18790456463911545,
AMZN,2002-09-30,14.71,17.93,14.24,15.93,146027000,-0.19448829555383368,
AMZN,2002-08-30,14.31,15.99,12.78,14.94,115341600,-0.0641619442172859,
AMZN,2002-07-31,16.17,17.16,12.26,14.46,176592200,-0.03265596297405257,
AMZN,2002-06-28,18.31,19.16,14.68,16.25,142617800,0.11670669204512787,
AMZN,2002-05-31,16.55,20.4,15.75,18.23,154840500,0.11497567991482525,
AMZN,2002-04-30,14.8,17.05,12.52,16.69,158958600,-0.08825885101682793,
AMZN,2002-03-28,14.13,16.96,13.55,14.3,164817800,-0.15455020040788217,
AMZN,2002-02-28,14.09,14.75,11.06,14.1,163988900,-0.014084739881739085,
AMZN,2002-01-31,10.94,15.77,9.03,14.19,322739200,0.00636269378782865,
AMZN,2001-12-31,11.08,12.8,9.51,10.82,212455500,-0.2711412177536158,
AMZN,2001-11-30,7.08,12.4,6.6,11.32,310965300,0.04517479935670134,
AMZN,2001-10-31,5.91,9.99,5.51,6.98,169882800,-0.4835221560007557,
AMZN,2001-09-28,8.95,9.19,5.67,5.97,126843400,-0.15630198936977044,
AMZN,2001-08-31,12.73,12.86,8.55,8.94,100687300,0.4037886617809121,
AMZN,2001-07-31,14.1,17.42,11.07,12.49,172078700,0.3343927349520635,
AMZN,2001-06-29,17.22,17.92,11.2,14.15,136695900,0.12478629995176026,
AMZN,2001-05-31,15.9,17.6,13.1,16.69,144686700,0.16509511358449708,
AMZN,2001-04-30,10.33,18.16,8.1,15.78,189780400,-0.056066422256015686,
AMZN,2001-03-30,9.875,14.0,9.563,10.23,167635900,-0.433418735454193,
AMZN,2001-02-28,17.19,17.19,9.938,10.19,167374100,-0.003917732728901776,
AMZN,2001-01-31,15.81,22.38,13.56,17.31,210486800,0.5298775219534845,
AMZN,2000-12-29,24.94,27.63,14.88,15.56,202112900,-0.10658085043787222,
AMZN,2000-11-30,35.81,40.88,22.13,24.69,159338900,0.46169478460684266,
AMZN,2000-10-31,38.19,38.44,19.38,36.63,246733500,0.3944692734336349,
AMZN,2000-09-29,42.13,49.63,35.5,38.44,133739700,0.04823100731136869,
AMZN,2000-08-31,30.63,43.97,29.31,41.5,144464700,0.07659484313456087,
AMZN,2000-07-31,36.69,43.94,27.88,30.13,198524600,-0.3201720740944428,
AMZN,2000-06-30,48.88,58.13,32.47,36.31,203140900,0.1865718322840347,
AMZN,2000-05-31,56.0,62.38,40.44,49.94,130688600,0.3187290994253826,
AMZN,2000-04-28,65.44,68.63,40.81,55.19,162012500,0.09995949259978269,
AMZN,2000-03-31,67.63,75.25,60.0,67.0,156584600,0.1939108419395561,
AMZN,2000-02-29,67.5,85.94,63.06,68.88,207457700,0.027673240728509216,
AMZN,2000-01-31,81.5,91.5,58.44,64.56,262209000,-0.06477083615778192,
AMZN,1999-12-31,87.25,113.0,76.0,76.13,246476100,0.16484738135642785,
GOOGL,2025-03-04,171.925,173.37,165.8,170.92,86158447,0.0,
GOOGL,2025-02-28,200.69,207.05,166.77,170.28,629464870,-0.0037514698158725717,
GOOGL,2025-01-31,190.65,205.48,187.36,204.02,500375385,0.1807738872944212,
GOOGL,2024-12-31,168.765,201.42,168.57,189.3,645620865,-0.07488497003909571,
GOOGL,2024-11-29,170.07,182.49,163.7,168.95,529990651,-0.11373024505497835,
GOOGL,2024-10-31,167.685,182.02,159.74,171.11,569355454,0.012703811383580175,
GOOGL,2024-09-30,161.72,166.15,147.215,165.85,532527762,-0.03122285915081769,
GOOGL,2024-08-30,170.25,174.05,154.93,163.38,550739537,-0.015004989479338147,
GOOGL,2024-07-31,183.03,191.75,164.06,171.54,526148198,0.048737699648552284,
GOOGL,2024-06-28,172.54,186.05,171.16,182.15,461090319,0.06001404789229748,
GOOGL,2024-05-31,164.3,178.77,163.05,172.5,542413794,-0.05443328698315834,
GOOGL,2024-04-30,150.69,174.71,149.6,162.78,657659985,-0.05799764057251909,
GOOGL,2024-03-28,138.43,152.256,130.665,150.93,671379553,-0.07558344272755842,
GOOGL,2024-02-29,142.12,149.44,135.41,138.46,647506998,-0.08623467792145746,
GOOGL,2024-01-31,138.55,153.78,135.15,140.1,580941276,0.01177497809308194,
GOOGL,2023-12-29,131.86,142.68,127.9,139.69,619214883,-0.0029307716035017746,
GOOGL,2023-11-30,124.07,139.42,123.715,132.53,535336827,-0.052616646846872124,
GOOGL,2023-10-31,131.21,141.22,120.2057,124.08,680762930,-0.065882516024304,
GOOGL,2023-09-29,137.455,139.16,127.22,130.86,477625238,0.05320153057330949,
GOOGL,2023-08-31,130.775,138.0,126.3824,136.17,593521002,0.039776055694890955,
GOOGL,2023-07-31,119.24,133.74,115.35,132.72,707114432,-0.025662459254294837,
GOOGL,2023-06-30,122.815,129.04,116.1,119.7,656884438,-0.10325303331826155,
GOOGL,2023-05-31,106.84,126.43,103.71,122.87,820529683,0.02613827331555251,
GOOGL,2023-04-28,102.39,109.17,101.93,107.34,603728992,-0.1351255191307971,
GOOGL,2023-03-31,89.98,106.59,89.42,103.73,860049034,-0.03420999730494606,
GOOGL,2023-02-28,98.71,108.18,88.575,90.06,952709694,-0.1413152545703111,
GOOGL,2023-01-31,89.585,100.32,84.86,98.84,672897542,0.09302626624698376,
GOOGL,2022-12-30,101.02,102.25,85.94,88.23,602717061,-0.11355533988639602,
GOOGL,2022-11-30,95.45,101.04,83.34,100.99,716537649,0.13507446080445204,
GOOGL,2022-10-31,96.76,104.82,91.8,94.51,681653109,-0.06631585303150071,
GOOGL,2022-09-30,108.28,111.62,95.56,95.65,612908183,0.011990046879297186,
GOOGL,2022-08-31,115.3,122.43,107.8,108.22,515791070,0.12347049632832718,
GOOGL,2022-07-29,2158.66,2393.7,104.07,116.32,428144985,0.07217882157061999,
GOOGL,2022-06-30,2297.1,2386.94,2100.92,2179.26,38543689,2.9303956348306044,
